Latitude,Longitude,Organisation Legal Name,Activity Id,Activity/Program Name,Location Name,Location Full Address
-33.8185577,151.0099022,SYDNEY ANGLICAN HOME MISSION SOCIETY COUNCIL,4-XB3HBW,Diversity and Social Cohesion,Sydney Anglican Home Mission Society Council,"16 Parkes St, PARRAMATTA NSW 2150"
-33.8185577,151.0099022,SYDNEY ANGLICAN HOME MISSION SOCIETY COUNCIL,4-YZM239,"Community Mental Health, Early Intervention for Children, Young People and their Families",Sydney Anglican Home Mission Society Council,"16 Parkes St, PARRAMATTA NSW 2150"
-33.8185577,151.0099022,SYDNEY ANGLICAN HOME MISSION SOCIETY COUNCIL,4-Z24QQ5,Children and Parent Support Services,Sydney Anglican Home Mission Society Council,"16 Parkes St, PARRAMATTA NSW 2150"
-33.92548779,151.2263426,Sydney Multicultural Community Services Inc.,4-YTBOVG,Financial Crisis and Material Aid - Emergency Relief,Sydney MCS Settlement Services,3 General Bridges Crescent DACEYVILLE NSW 2032
-31.50929181,150.6871182,Tamworth Family Support Service Inc.,4-Z3BJTJ,Children and Parent Support Services,CaPs Quirindi,Henry Street QUIRINDI NSW 2343
-31.09207236,150.9149296,Tamworth Family Support Service Inc.,4-Z3BJTJ,Children and Parent Support Services,CaPS Tamworth,65 Belmore St TAMWORTH NSW 2340
-31.09153226,150.9166649,Tamworth Family Support Service Inc.,4-Z3BJTJ,Children and Parent Support Services,Tamworth Family Support Service Inc.,47 Denison Street WEST TAMWORTH NSW 2340
-31.34903113,150.6511985,Tamworth Family Support Service Inc.,4-Z3BJTJ,Children and Parent Support Services,Werris Creek Public School,68 Dewhurst St Werris Creek NSW 2341
-23.69918266,133.8721902,TANGENTYERE COUNCIL INC,4-YQXE0K,Financial Crisis and Material Aid - Emergency Relief,Tangentyere Council Inc,"4 Elder St, CICCONE NT 0870"
-42.88822238,147.3361419,TASMANIAN CENTRE FOR GLOBAL LEARNING INC,4-XQL4HI,Diversity and Social Cohesion,Tasmanian Centre for Global Learning Inc,"4 Battery Square, BATTERY POINT TAS 7004"
-31.90254,115.90337,TEEM TREASURE INCORPORATED,4-Y0NUD1,Community Development and Participation Grants,Teem Treasure Incorporated 2004,"Unit 5, 85 Broun Avenue, MORLEY WA 6062"
-34.08407484,150.832719,THARAWAL ABORIGINAL CORPORATION,4-YQXEGL,Financial Crisis and Material Aid - Emergency Relief,Tharawal Aboriginal Corporation,"187 Riverside Drive, AIRDS NSW 2560"
-34.93077792,138.60405,THE ADELAIDE DAY CENTRE FOR HOMELESS PERSONS INCORPORATED,4-YQY80Y,Financial Crisis and Material Aid - Emergency Relief,The Adelaide Day Centre For Homeless Persons Inc,"32 Moore Street, ADELAIDE SA 5000"
-33.85591672,151.0322015,THE ASSOCIATION OF BHANIN EL MINIEH AUSTRALIAN ARABIC COMMUNITY WELFARE CENTRE I,4-YQY89U,Financial Crisis and Material Aid - Emergency Relief,The Association of Bhanin El Minieh Australian Arabic Community Welfare Centre I,"98 Auburn Road, AUBURN NSW 2144"
-34.06950331,150.812081,The Benevolent Society,4-YYSKTJ,"Community Mental Health, Early Intervention for Children, Young People and their Families",The Benevolent Society - Campbelltown FMHSS,288 Queen St CAMPBELLTOWN NSW 2560
-27.67519344,153.0274009,The Benevolent Society,4-YYSKTJ,"Community Mental Health, Early Intervention for Children, Young People and their Families",The Benevolent Society - Logan FMHSS,Cnr Wineglass dr and Middl Rd HILLCREST QLD 4118
-34.06386625,150.8159832,The Benevolent Society,4-Z0564U,Children and Parent Support Services,Campbelltown CIty Council,91 Queen Street CAMPBELLTOWN NSW 2560
-33.88073093,150.9662477,The Benevolent Society,4-Z0564U,Children and Parent Support Services,Katriane,126 The Horsley Dr CARRAMAR NSW 2163
-33.88641091,151.2087037,The Benevolent Society,4-Z0564U,Children and Parent Support Services,Save the Children Australia,"Suite 302, Level 3, 418a Elizabeth St SURRY HILLS NSW 2010"
-34.06989135,150.8116725,The Benevolent Society,4-Z0564U,Children and Parent Support Services,The Benevolent Society - Campbelltown Kids in Focu,298 Queen St CAMPBELLTOWN NSW 2560
-34.04338013,150.8115606,The Benevolent Society,4-Z0564U,Children and Parent Support Services,The Benevolent Society - Claymore,17 Dobell Road Claymore NSW 2559
-34.00064103,150.8693684,The Benevolent Society,4-Z0564U,Children and Parent Support Services,The Benevolent Society - Ingleburn Kids in Focus,92-94 Oxford Rd Ingleburn NSW 2565
-31.1001036,152.8291029,The Benevolent Society,4-Z0564U,Children and Parent Support Services,The Benevolent Society - Kempsey C4C,17-23 South St KEMPSEY NSW 2440
-33.31435316,149.0949397,The Benevolent Society,4-Z0564U,Children and Parent Support Services,The Benevolent Society - Orange Kids in Focus,"Moonya Cottage, Bloomfield Hospital Forest Rd Orange NSW 2800"
-33.91570145,151.2032413,The Benevolent Society,4-Z0564U,Children and Parent Support Services,The Benevolent Society - Rosebery Kids in Focus,Level 3 55 Mentmore Ave Rosebery NSW 2018
-34.09883716,150.7974732,The Benevolent Society,4-Z0564U,Children and Parent Support Services,The Benevolent Society - Rosemeadow,2 Mowbray Way ROSEMEADOW NSW 2560
-33.26862045,151.4197395,The Benevolent Society,4-Z0564U,Children and Parent Support Services,The Benevolent Society - Wyong C4C,10 De L'Isle Dr Watanobbi NSW 2259
-34.06238917,150.8193589,The Benevolent Society,4-Z0564U,Children and Parent Support Services,Uniting Care Burnside,6-8 Iolanthe Street CAMPBELLTOWN NSW 2560
-33.8772752,151.2114944,The Benevolent Society,4-Z0564U,Children and Parent Support Services,YWCA NSW,5-11 Wentworth Ave SYDNEY NSW 2000
-36.35637883,146.3284533,THE CENTRE FOR CONTINUING EDUCATION INC.,4-102QZEN,Volunteer Management Program,The Centre For Continuing Education Inc,"Chisholm St, WANGARATTA VIC 3677"
-33.85938298,151.2072834,THE CENTRE FOR VOLUNTEERING,4-102TC6Y,Volunteer Management Program,The Centre for Volunteering,"Level 3, Level 3  40 Gloucester Street, THE ROCKS NSW 2000"
-27.38949973,153.0346487,THE CHERMSIDE & DISTRICT SENIOR CITIZENS CENTRE INC,4-Z36Y6V,Capacity Building within Aged Care Services for the Delivery of High Quality Care,Chermside and District Senior Citizens Centre Incorporated,"60 Kuran Street, CHERMSIDE QLD 4032"
-27.61357304,152.7881278,The Corporation of the Synod of the Diocese of Brisbane,4-YQY8IM,Financial Crisis and Material Aid - Emergency Relief,Anglicare Southern Queensland - Booval,144 Brisbane Rd BOOVAL QLD 4304
-26.74295126,150.6272234,The Corporation of the Synod of the Diocese of Brisbane,4-YQY8IM,Financial Crisis and Material Aid - Emergency Relief,Anglicare Southern Queensland - Chinchilla,67-71 Middle Street CHINCHILLA QLD 4413
-27.52513867,153.2652904,The Corporation of the Synod of the Diocese of Brisbane,4-YQY8IM,Financial Crisis and Material Aid - Emergency Relief,Anglicare Southern Queensland - Cleveland,"Insync, Shop 4, Kyling Corner 18-24 Middle Street CLEVELAND QLD 4163"
-27.55928084,152.2764655,The Corporation of the Synod of the Diocese of Brisbane,4-YQY8IM,Financial Crisis and Material Aid - Emergency Relief,Anglicare Southern Queensland - Gatton,104 Spencer Street GATTON QLD 4343
-27.61283296,152.8949272,The Corporation of the Synod of the Diocese of Brisbane,4-YQY8IM,Financial Crisis and Material Aid - Emergency Relief,Anglicare Southern Queensland - Goodna,69 Alice Street GOODNA QLD 4300
-27.59724557,152.9678012,The Corporation of the Synod of the Diocese of Brisbane,4-YQY8IM,Financial Crisis and Material Aid - Emergency Relief,Anglicare Southern Queensland - Inala,105 Poinsettia Ave INALA QLD 4077
-27.60440692,152.8503875,The Corporation of the Synod of the Diocese of Brisbane,4-YQY8IM,Financial Crisis and Material Aid - Emergency Relief,Anglicare Southern Queensland - Riverview,19 Bannerman St RIVERVIEW QLD 4303
-26.56871112,148.7905126,The Corporation of the Synod of the Diocese of Brisbane,4-YQY8IM,Financial Crisis and Material Aid - Emergency Relief,Anglicare Southern Queensland - Roma,50 Arthur Street ROMA QLD 4455
-27.96856232,153.4102521,The Corporation of the Synod of the Diocese of Brisbane,4-YQY8IM,Financial Crisis and Material Aid - Emergency Relief,Anglicare Southern Queensland - Southport,5 Olive Street SOUTHPORT QLD 4215
-27.4133643,153.0169377,The Corporation of the Synod of the Diocese of Brisbane,4-YQY8IM,Financial Crisis and Material Aid - Emergency Relief,Anglicare Southern Queensland - Stafford,205A 6 Barbarra Street STAFFORD QLD 4053
-27.56358663,151.9534096,The Corporation of the Synod of the Diocese of Brisbane,4-YQY8IM,Financial Crisis and Material Aid - Emergency Relief,Anglicare Southern Queensland - Toowoomba,"Central Plaza, Level 2, Unit 8 532 Ruthven Street TOOWOOMBA QLD 4350"
-27.60688847,153.1116498,The Corporation of the Synod of the Diocese of Brisbane,4-YQY8IM,Financial Crisis and Material Aid - Emergency Relief,Anglicare Southern Queensland - Underwood,2906 Logan Road UNDERWOOD QLD 4119
-27.56358663,151.9534096,The Corporation of the Synod of the Diocese of Brisbane,4-YZJDY4,"Community Mental Health, Early Intervention for Children, Young People and their Families",Anglicare Southern Queensland - Toowoomba,"Central Plaza, Level 2, Unit 8 532 Ruthven Street TOOWOOMBA QLD 4350"
-28.21342681,152.0303093,The Corporation of the Synod of the Diocese of Brisbane,4-YZJDY4,"Community Mental Health, Early Intervention for Children, Young People and their Families",Anglicare Southern Queensland - Warwick,35 Guy Street WARWICK QLD 4370
-27.99151947,152.9987789,The Corporation of the Synod of the Diocese of Brisbane,4-Z239AA,Children and Parent Support Services,Anglicare Southern Queensland - Beaudesert,7 Albert Street BEAUDESERT QLD 4285
-27.61357304,152.7881278,The Corporation of the Synod of the Diocese of Brisbane,4-Z239AA,Children and Parent Support Services,Anglicare Southern Queensland - Booval,144 Brisbane Rd BOOVAL QLD 4304
-27.08378331,152.9393027,The Corporation of the Synod of the Diocese of Brisbane,4-Z239AA,Children and Parent Support Services,Anglicare Southern Queensland - Caboolture,157 King Street Caboolture QLD 4510
-26.39486963,146.250516,The Corporation of the Synod of the Diocese of Brisbane,4-Z239AA,Children and Parent Support Services,Anglicare Southern Queensland - Charleville,41 Alfred Street Charleville QLD 4470
-27.55928084,152.2764655,The Corporation of the Synod of the Diocese of Brisbane,4-Z239AA,Children and Parent Support Services,Anglicare Southern Queensland - Gatton,104 Spencer Street GATTON QLD 4343
-26.18875666,152.6639013,The Corporation of the Synod of the Diocese of Brisbane,4-Z239AA,Children and Parent Support Services,Anglicare Southern Queensland - Gympie,2 O'Connell Street GYMPIE QLD 4570
-27.59724557,152.9678012,The Corporation of the Synod of the Diocese of Brisbane,4-Z239AA,Children and Parent Support Services,Anglicare Southern Queensland - Inala,105 Poinsettia Ave INALA QLD 4077
-27.46383425,152.581208,The Corporation of the Synod of the Diocese of Brisbane,4-Z239AA,Children and Parent Support Services,Anglicare Southern Queensland - Lowood,1 Peace Street Lowood QLD 4311
-25.53269885,152.6890564,The Corporation of the Synod of the Diocese of Brisbane,4-Z239AA,Children and Parent Support Services,Anglicare Southern Queensland - Maryborough,60 Cheapside Street MARYBOROUGH QLD 4650
-25.26351162,152.8239741,The Corporation of the Synod of the Diocese of Brisbane,4-Z239AA,Children and Parent Support Services,Anglicare Southern Queensland - Point Vernon,12 Banksia Street POINT VERNON QLD 4655
-27.56358663,151.9534096,The Corporation of the Synod of the Diocese of Brisbane,4-Z239AA,Children and Parent Support Services,Anglicare Southern Queensland - Toowoomba,"Central Plaza, Level 2, Unit 8 532 Ruthven Street TOOWOOMBA QLD 4350"
-27.60688847,153.1116498,The Corporation of the Synod of the Diocese of Brisbane,4-Z239AA,Children and Parent Support Services,Anglicare Southern Queensland - Underwood,2906 Logan Road UNDERWOOD QLD 4119
-28.21342681,152.0303093,The Corporation of the Synod of the Diocese of Brisbane,4-Z239AA,Children and Parent Support Services,Anglicare Southern Queensland - Warwick,35 Guy Street WARWICK QLD 4370
-27.48351841,153.0113156,The Ethnic Communities Council of Queensland Limited,4-YZ0BTA,Settlement Grants,Ethnic Communities Council Qld,253 Boundary St West End BRISBANE QLD 4101
-28.20699133,153.5438337,THE FAMILY CENTRE INC,4-1OM55XP,Children and Parent Support Services,The Family Centre Inc,"15-17 Rivendell Drive, TWEED HEADS SOUTH NSW 2486"
-35.02504988,138.573068,THE FLINDERS UNIVERSITY OF SOUTH AUSTRALIA,4-Z312J0,Support for Older Persons with Diverse Needs,Flinders University,"Flinders University, Sturt Road, BEDFORD PARK SA 5042"
-12.59887537,131.118611,THE GATHERING INCORPORATED,4-YQYMUR,Financial Crisis and Material Aid - Emergency Relief,The Gathering Inc.,"2107 Redcliffe Road, HUMPTY DOO NT 0836"
-25.28231647,152.8376872,The Hervey Bay Neighbourhood Centre Inc.,4-YQYN9H,Financial Crisis and Material Aid - Emergency Relief,Emergency Relief,"Lot 1, 22-36 Charles Street PIALBA QLD 4655"
-25.28231647,152.8376872,The Hervey Bay Neighbourhood Centre Inc.,4-YZLNZZ,Settlement Grants,Fraser Coast Migrant Settlement Program,"Lot 1, 22-36 Charles St PIALBA QLD 4655"
-28.41269027,151.0841717,THE INGLEWOOD COMMUNITY WELFARE GROUP INCORPORATED,4-YQXIT4,Financial Crisis and Material Aid - Emergency Relief,The Inglewood Community Welfare Group Incorporated,"16 Albert St, INGLEWOOD QLD 4387"
-27.9668394,153.4142273,The Migrant Centre Organisation Incorporated,4-Z2K14L,Settlement Grants,Head office,91-99 Scarborough L1 Offc 22 Southport QLD 4215
-37.798906,144.987244,The New Hope Foundation Inc,4-YYEHE2,Settlement Grants,Collingwood,253 Wellington St Collingwood VIC 3066
-37.80060234,144.893069,The New Hope Foundation Inc,4-YYEHE2,Settlement Grants,Footscray,21 Victoria St Footscray VIC 3011
-38.14833085,145.1192576,The New Hope Foundation Inc,4-YYEHE2,Settlement Grants,Frankston,24-26 High St Frankston VIC 3199
-37.68481711,144.5820376,The New Hope Foundation Inc,4-YYEHE2,Settlement Grants,Melton,31 McKenzie St Melton VIC 3337
-37.77949583,144.9194636,The New Hope Foundation Inc,4-YYEHE2,Settlement Grants,Moonee Valley,13A Wingate Avenue Ascot Vale VIC 3032
-37.89426525,145.0938835,The New Hope Foundation Inc,4-YYEHE2,Settlement Grants,Oakleigh,1436A Dandenong Rd OAKLEIGH VIC 3166
-37.84806498,144.9914054,The New Hope Foundation Inc,4-YYEHE2,Settlement Grants,Prahran,40 Grattan St Prahran VIC 3181
-37.89987707,144.6615719,The New Hope Foundation Inc,4-YYEHE2,Settlement Grants,Werribee,Suite 13 2-14 Station Place Werribee VIC 3030
-33.88805542,150.8872717,THE NSW SPANISH AND LATIN AMERICAN ASSOCIATION FOR SOCIAL ASSISTANCE INC.,4-Y1UK1V,Community Development and Participation Grants,The NSW Spanish and Latin American Association for Social Assistance Inc.,"Bonnyrigg Community Services, Bonnyrigg Plaza Shopping Centre,, 26 Bonnyrigg Avenue, BONNYRIGG NSW 2177"
-37.80662727,144.998541,The Parenting Research Centre,4-YZOTEC,Children and Parent Support Services,Down Sydrome Victoria,18/71 Victoria Crescent Abbotsford VIC 3067
-37.69891829,145.1071178,The Parenting Research Centre,4-YZOTEC,Children and Parent Support Services,Kalparrin Early Childhood Intervention Service,PO Box 93 GREENSBOROUGH VIC 3088
-33.96718179,151.0891657,The Parenting Research Centre,4-YZOTEC,Children and Parent Support Services,Learning Links,10 Railway Parade PENSHURST NSW 2222
-12.42871374,130.8848328,The Parenting Research Centre,4-YZOTEC,Children and Parent Support Services,Nemarluk School,Po Box 39729 WINNELLIE NT 0812
-31.98825772,115.8828812,The Parenting Research Centre,4-YZOTEC,Children and Parent Support Services,Ngala Incorporated,9 George Street KENSINGSTON WA 6151
-12.385902,130.844372,The Parenting Research Centre,4-YZOTEC,Children and Parent Support Services,Playgroup Association of Northern Territory,PO Box 13 NIGHTCLIFF NT 0814
-27.4252829,153.0010181,The Parenting Research Centre,4-YZOTEC,Children and Parent Support Services,Playgroup Association of Queensland Inc,PO Box 339 ALDERLEY QLD 4051
-33.83512064,151.008817,The Parenting Research Centre,4-YZOTEC,Children and Parent Support Services,Playgroup NSW Inc,PO Box 181 GRANVILLE NSW 2142
-37.76808014,144.953821,The Parenting Research Centre,4-YZOTEC,Children and Parent Support Services,Playgroup Victoria Inc,346 Albert Street BRUNSWICK VIC 3056
-41.43322771,147.1440862,The Parenting Research Centre,4-YZOTEC,Children and Parent Support Services,St Giles Society,PO Box 416 LAUNCESTON TAS 7250
-42.88213781,147.3271948,The Parenting Research Centre,4-YZOTEC,Children and Parent Support Services,The Association for Children with Disability(Tas),GPO Box 730 HOBART TAS 7001
,,The Parenting Research Centre,4-YZOTEC,Children and Parent Support Services,The Cerebral Palsy League,PO Box 797 TOOWOOMBA QLD 4350
-33.91865393,151.0971026,The Parenting Research Centre,4-YZOTEC,Children and Parent Support Services,Tresillian Family Care Centres,McKenzie Street BELMORE NSW 2192
-37.7974389,144.8872756,The Parenting Research Centre,4-YZOTEC,Children and Parent Support Services,Tweddle Child & Family Health Services,53 Adelaide Street FOOTSCRAY VIC 3011
-34.92318892,138.5731781,The Parenting Research Centre,4-YZOTEC,Children and Parent Support Services,Women's and Children's Health Network,82 Henley Beach Road MILES END SA 5031
-33.85868639,150.898789,The Parks Community Network Incorporated,4-YQXJ8Y,Financial Crisis and Material Aid - Emergency Relief,Wetherill Park Emergency Relief,"Community Service Centre, Stockland Mall 561-583 Polding Street WETHERILL PARK NSW 2164"
-27.53049823,153.2056147,THE ROCK CHRISTIAN CHURCH INC,4-YQYM1W,Financial Crisis and Material Aid - Emergency Relief,The Rock Christian Church Inc,"37 Neumann Road, CAPALABA QLD 4157"
-28.77726698,114.6150492,THE ROMAN CATHOLIC BISHOP OF GERALDTON CENTACARE FAMILY SERVICES,4-10304K2,Volunteer Management Program,The Roman Catholic Bishop of Geraldton Centacare Family Services,"3 Maitland St, GERALDTON WA 6530"
-28.77726698,114.6150492,THE ROMAN CATHOLIC BISHOP OF GERALDTON CENTACARE FAMILY SERVICES,4-YQYM8V,Financial Crisis and Material Aid - Emergency Relief,The Roman Catholic Bishop of Geraldton Centacare Family Services,3 Maitland St GERALDTON WA 6530
-20.53597255,139.4552419,THE ROMAN CATHOLIC TRUST CORPORATION FOR THE DIOCESE OF TOWNSVILLE,4-YQYTPO,Financial Crisis and Material Aid - Emergency Relief,North West Queensland Indigenous Catholic Social Services (NWQICSS),"17 Stanley Street, MOUNT ISA QLD 4825"
-19.25863019,146.811542,THE ROMAN CATHOLIC TRUST CORPORATION FOR THE DIOCESE OF TOWNSVILLE,4-YQYTPO,Financial Crisis and Material Aid - Emergency Relief,The Roman Catholic Trust Corporation for the Diocese of Townsville,"270 Stanley St, TOWNSVILLE QLD 4810"
-12.462467,130.841626,THE SALVATION ARMY (NT) PROPERTY TRUST,4-YB3PM8,Community Development and Participation Grants,Salvation Army - NT,"Lvl 2, Suite C,Paspalis Centrepoint, 48-50 Smith St, DARWIN NT 0800"
-12.462467,130.841626,THE SALVATION ARMY (NT) PROPERTY TRUST,4-YSJNBK,Financial Crisis and Material Aid - Emergency Relief,Salvation Army - NT,"Lvl 2, Suite C,Paspalis Centrepoint, 48-50 Smith St, DARWIN NT 0800"
-37.83919836,145.0636002,The Salvation Army (Victoria) Property Trust,4-YSNHPA,Financial Crisis and Material Aid - Emergency Relief,Salvation Army Camberwell Community Support Servic,7-11 Bowen Street CAMBERWELL VIC 3124
-37.81561521,145.1196511,The Salvation Army (Victoria) Property Trust,4-YSNHPA,Financial Crisis and Material Aid - Emergency Relief,The Salvation Army Box Hill,Nelson Road BOX HILL VIC 3128
-34.81592684,138.6423322,The Salvation Army (Victoria) Property Trust,4-YSNHPA,Financial Crisis and Material Aid - Emergency Relief,The Salvation Army Ingle Farm,120-124 Maxwell Rd INGLE FARM SA 5098
-34.72145686,138.6834992,The Salvation Army (Victoria) Property Trust,4-YSNHPA,Financial Crisis and Material Aid - Emergency Relief,The Salvation Army Playford Community Support Cent,Kinkald Road ELIZABETH EAST SA 5112
-31.76562,115.75479,The Spiers Centre,4-YYVRP9,Financial Crisis and Material Aid - Emergency Relief,TSC - Heathridge,2 Albatross Court Heathridge WA 6027
-31.66869847,115.7127243,The Spiers Centre,4-YYVRP9,Financial Crisis and Material Aid - Emergency Relief,TSC - Merriwa outreach,Merriwa Primary School 67 Baltimore Parade Merriwa WA 6030
-33.73421486,150.9853565,THE STAR INCLUSIVE EARLY CHILDHOOD ASSOCIATION INC,4-1OMAYUI,Children and Parent Support Services,STaR Inclusive Early Childhood Association Inc,"Suite 5A, 11 Packard Ave, CASTLE HILL NSW 2154"
-33.86657882,151.2048699,THE STATION LTD,4-YSQRF7,Financial Crisis and Material Aid - Emergency Relief,The Station Ltd,"The Station Drop In Centre, 82 Erskine Street, SYDNEY NSW 2000"
-33.91294304,151.2418775,THE TED NOFFS FOUNDATION,4-Y6DNFS,Community Development and Participation Grants,The Ted Noffs Foundation,"206A Alison Road, RANDWICK NSW 2031"
-34.28954354,146.0446712,The Trustee for Centacare Catholic Family Services Trust Fund,4-YZMJL7,Settlement Grants,Centacare  South West NSW - Griffith,136-140 Yambil Street GRIFFITH NSW 2680
-34.55258278,146.4045068,The Trustee for Centacare Catholic Family Services Trust Fund,4-YZMJL7,Settlement Grants,Leeton Multipurpose Community Centre,5 Wade Avenue LEETON NSW 2705
-34.28954354,146.0446712,The Trustee for Centacare Catholic Family Services Trust Fund,4-Z01W8T,Children and Parent Support Services,Centacare  South West NSW - Griffith,136-140 Yambil Street GRIFFITH NSW 2680
-36.07710249,146.9232198,The Trustee for Centacare Catholic Family Services Trust Fund,4-Z01W8T,Children and Parent Support Services,Centacare South West NSW - Albury,440 Wilson Street ALBURY NSW 2640
-34.64158175,148.023682,The Trustee for Centacare Catholic Family Services Trust Fund,4-Z01W8T,Children and Parent Support Services,Cootamundra Community Centre,36 Mackay Street COOTAMUNDRA NSW 2590
-34.87137017,147.5857584,The Trustee for Centacare Catholic Family Services Trust Fund,4-Z01W8T,Children and Parent Support Services,Junee Community Centre (and Junee Correctional Centre),16 Belmore St JUNEE NSW 2663
-34.55258278,146.4045068,The Trustee for Centacare Catholic Family Services Trust Fund,4-Z01W8T,Children and Parent Support Services,Leeton Multipurpose Community Centre,5 Wade Avenue LEETON NSW 2705
-34.74544518,146.5508081,The Trustee for Centacare Catholic Family Services Trust Fund,4-Z01W8T,Children and Parent Support Services,Narranderra Schools As Community Centre,Bolton St NARRANDERA NSW 2700
-35.107548,147.3724631,The Trustee for Centacare Catholic Family Services Trust Fund,4-Z2FAF1,Existing and Emerging Challenges including Dementia Care,The Trustee for Centacare Catholic Family Services Trust Fund,"203 Tarcutta Street, WAGGA WAGGA NSW 2650"
-27.46027411,153.030187,The Trustee for The Salvation Army (NSW) Property Trust,4-YEGVH9,Commonwealth Financial Counselling and Financial Capability,Moneycare Brisbane Inner City - DSS,97 School Street SPRING HILL QLD 4000
-16.90913104,145.7609211,The Trustee for The Salvation Army (NSW) Property Trust,4-YEGVH9,Commonwealth Financial Counselling and Financial Capability,Moneycare Cairns - DSS,281-289 Sheridan Street CAIRNS NORTH QLD 4870
-33.87750419,151.2098257,The Trustee for The Salvation Army (NSW) Property Trust,4-YQZ503,Problem Gambling,The Trustee for The Salvation Army (NSW) Property Trust,"140 Elizabeth Street, SYDNEY NSW 2000"
-33.87750419,151.2098257,The Trustee for The Salvation Army (NSW) Property Trust,4-YQZ54N,Problem Gambling,The Trustee for The Salvation Army (NSW) Property Trust,"140 Elizabeth Street, SYDNEY NSW 2000"
-36.03484718,146.9345512,The Trustee for The Salvation Army (NSW) Property Trust,4-YTGLOM,Financial Crisis and Material Aid - Emergency Relief,SalvosConnect - Albury,Cnr Union Road & Corella Street LAVINGTON NSW 2641
-30.51477814,151.6698005,The Trustee for The Salvation Army (NSW) Property Trust,4-YTGLOM,Financial Crisis and Material Aid - Emergency Relief,SalvosConnect - Armidale,102 Beardy St ARMIDALE NSW 2350
-17.25979422,145.4819276,The Trustee for The Salvation Army (NSW) Property Trust,4-YTGLOM,Financial Crisis and Material Aid - Emergency Relief,SalvosConnect - Atherton,Cnr of Kelly & Armstrong Street ATHERTON QLD 4883
-36.03484718,146.9345512,The Trustee for The Salvation Army (NSW) Property Trust,4-YTQ6AX,Financial Crisis and Material Aid - Emergency Relief,SalvosConnect - Albury,Cnr Union Road & Corella Street LAVINGTON NSW 2641
-30.51477814,151.6698005,The Trustee for The Salvation Army (NSW) Property Trust,4-YTQ6AX,Financial Crisis and Material Aid - Emergency Relief,SalvosConnect - Armidale,102 Beardy St ARMIDALE NSW 2350
-17.25979422,145.4819276,The Trustee for The Salvation Army (NSW) Property Trust,4-YTQ6AX,Financial Crisis and Material Aid - Emergency Relief,SalvosConnect - Atherton,Cnr of Kelly & Armstrong Street ATHERTON QLD 4883
-34.95122948,138.6270187,THE TRUSTEE FOR THE SALVATION ARMY (SA) PROPERTY TRUST,4-YHYIU0,Commonwealth Financial Counselling and Financial Capability,The Salvation Army (SA) Property Trust,"39 Florence Street, FULLARTON SA 5063"
-34.95122948,138.6270187,THE TRUSTEE FOR THE SALVATION ARMY (SA) PROPERTY TRUST,4-YQX7EM,Financial Counselling Helpline,The Salvation Army (SA) Property Trust,"39 Florence Street, FULLARTON SA 5063"
-34.95122948,138.6270187,THE TRUSTEE FOR THE SALVATION ARMY (SA) PROPERTY TRUST,4-YT6WQP,Financial Crisis and Material Aid - Emergency Relief,The Salvation Army (SA) Property Trust,"39 Florence Street, FULLARTON SA 5063"
-42.85965932,147.3100119,THE TRUSTEE FOR THE SALVATION ARMY (TASMANIA) PROPERTY TRUST,4-Z2PK1Y,Children and Parent Support Services,The Salvation Army (Tasmania) Property Trust,"27 Pirie St, NEW TOWN TAS 7008"
-31.94564,115.86108,THE TRUSTEE FOR THE SALVATION ARMY (WA) PROPERTY TRUST,4-YSLVDL,Financial Crisis and Material Aid - Emergency Relief,The Salvation Army (WA) Property Trust,"333 William Street, NORTHBRIDGE WA 6003"
-37.80610683,144.9504369,THE TRUSTEE FOR THE SALVATION ARMY VICTORIA PROPERTY TRUST,4-YG1MLV,Commonwealth Financial Counselling and Financial Capability,The Salvation Army - Adult Services,"9 Roden Street, WEST MELBOURNE VIC 3003"
-37.80610683,144.9504369,THE TRUSTEE FOR THE SALVATION ARMY VICTORIA PROPERTY TRUST,4-Z015BL,Children and Parent Support Services,The Salvation Army - Adult Services,"9 Roden Street, WEST MELBOURNE VIC 3003"
-34.06270269,150.8195465,THE TRUSTEES OF THE PRESENTATION SISTERS WAGGA,4-1OMAZ6E,Children and Parent Support Services,The Trustees of the Presentation Sisters Wagga,"22 Iolanthe Street, CAMPBELLTOWN NSW 2560"
-33.89044472,151.1271229,The Uniting Church In Australia Property Trust (NSW),4-YSUKVB,Financial Crisis and Material Aid - Emergency Relief,Ashfield Parish Mission,180 Liverpool Road ASHFIELD NSW 2131
-33.87574011,151.1044865,The Uniting Church In Australia Property Trust (NSW),4-YSUKVB,Financial Crisis and Material Aid - Emergency Relief,Burwood Croydon Uniting Church,134a Burwood Road BURWOOD NSW 2134
-34.9806204,138.5150707,The Uniting Church in Australia Property Trust (SA),4-YT30Y3,Financial Crisis and Material Aid - Emergency Relief,Uniting Care Glenelg,92 Jetty Road Glenelg SA 5045
-37.82528881,140.77811,The Uniting Church in Australia Property Trust (SA),4-YT30Y3,Financial Crisis and Material Aid - Emergency Relief,Uniting Care Mt. Gambier,26 Elizabeth Street MOUNT GAMBIER SA 5290
-42.74690646,147.2713151,The Uniting Church in Australia Property Trust (Tas.),4-Z3AH4T,Financial Crisis and Material Aid - Emergency Relief,Bridgewater/Gagebrook,28 Tottenham Road Gagebrook TAS 7030
